,B23409,B00367,B13847,B15553,B10749,B03605,B17517,B05851,B12869,B20167,B18365,B21754,B21401,B21937,B21046,B18646,B11920,B20159,B07325,B21967
38717,12.88289,35.55018,11.50636,13.29872,25.17435,19.759,10.44675,30.24456,10,246.50262,51.20245,28.29245,71.00312,13.33306,21.25487,12.79461,18.93086,156.02005,23.07846,25.53953
38718,12.88289,35.55018,11.50636,13.29872,25.17435,19.759,10.44675,30.24456,10,246.50262,51.20245,28.29245,71.00312,13.33306,21.25487,12.79461,18.93086,156.02005,23.07846,25.53953
38719,12.88289,35.55018,11.50636,13.29872,25.17435,19.759,10.44675,30.24456,10,246.50262,51.20245,28.29245,71.00312,13.33306,21.25487,12.79461,18.93086,156.02005,23.07846,25.53953
38720,13.08824,35.60458,11.57815,13.52239,25.56893,20.38565,10.75808,30.26963,10.16,235.42289,51.59738,28.32407,71.96846,13.5299,21.32307,12.95087,18.98386,156.34645,23.76154,26.36954
38721,13.1747,35.63178,11.5884,13.60373,25.63469,20.69897,10.89644,30.30422,10.23,234.30632,51.67636,28.32749,72.50194,13.5817,21.3799,13.02773,19.07706,155.77525,24.02989,26.80495
38722,13.1747,35.61818,11.56789,13.60373,25.58208,20.62064,10.85032,30.30734,10.25,237.14067,51.67636,28.33087,72.57815,13.59206,21.40263,13.03713,19.07952,156.02005,23.88352,26.9138
38723,13.29359,35.61818,11.66019,13.73591,25.84514,20.83605,10.98869,30.31046,10.34,231.81553,52.328,28.33087,73.16243,13.71637,21.52766,13.21173,19.1321,156.42805,24.15187,27.21314
38724,13.29359,35.61818,11.66019,13.73591,25.84514,20.83605,10.98869,30.31046,10.34,231.81553,52.328,28.33087,73.16243,13.71637,21.52766,13.21173,19.1321,156.42805,24.15187,27.21314
38725,13.29359,35.61818,11.66019,13.73591,25.84514,20.83605,10.98869,30.31046,10.34,231.81553,52.328,28.33087,73.16243,13.71637,21.52766,13.21173,19.1321,156.42805,24.15187,27.21314
38726,13.35843,35.64538,11.73198,13.78674,25.9109,20.81647,10.97716,30.31982,10.38,231.90142,52.5847,28.33424,73.6705,13.76817,21.69815,13.28431,19.1356,156.34645,24.12748,27.49888
38727,13.34763,35.61818,11.73198,13.78674,25.87144,20.64023,10.87338,30.29149,10.36,229.6683,52.76242,28.3094,73.6451,13.72673,21.84591,13.36294,19.13797,157.97846,24.0177,27.34921
38728,13.36924,35.59098,11.773,13.83758,25.93721,20.85564,10.97716,30.27888,10.39,228.63762,52.95988,28.31277,73.72131,13.73709,21.81181,13.30707,19.14113,158.63127,24.27385,27.5397
38729,13.32601,35.64538,11.71147,13.75624,25.79253,20.81647,10.90798,30.31346,10.37,230.61308,52.74267,28.34435,73.16243,13.66458,21.77772,13.23522,19.14369,157.32566,24.16407,27.7438
38730,13.33682,35.69978,11.70121,13.77658,25.87144,20.85564,10.94257,30.37949,10.39,227.26339,52.76242,28.37255,73.13703,13.68529,21.83455,13.25475,19.19863,155.44885,24.23726,27.73019
38731,13.33682,35.69978,11.70121,13.77658,25.87144,20.85564,10.94257,30.37949,10.39,227.26339,52.76242,28.37255,73.13703,13.68529,21.83455,13.25475,19.19863,155.44885,24.23726,27.73019
38732,13.33682,35.69978,11.70121,13.77658,25.87144,20.85564,10.94257,30.37949,10.39,227.26339,52.76242,28.37255,73.13703,13.68529,21.83455,13.25475,19.19863,155.44885,24.23726,27.73019
38733,13.33682,35.69978,11.70121,13.77658,25.87144,20.85564,10.94257,30.37949,10.39,227.26339,52.76242,28.37255,73.13703,13.68529,21.83455,13.25475,19.19863,155.44885,24.23726,27.73019
38734,13.29359,35.74058,11.62943,13.73591,25.87144,20.52273,10.79267,30.40772,10.35,223.05481,52.36749,28.34745,72.65436,13.62314,21.74362,13.12261,19.1548,155.20405,23.9811,27.52609
38735,13.21793,35.74058,11.63968,13.66474,25.80568,20.26815,10.63124,30.42657,10.29,226.06094,52.48597,28.35039,72.60355,13.62314,21.75498,13.13862,19.16279,155.20405,23.68835,27.07708
38736,13.33682,35.72698,11.72172,13.74607,25.98982,20.50315,10.76961,30.39823,10.39,221.07935,52.70318,28.35332,72.83218,13.69565,22.01641,13.27245,19.16525,156.10165,24.02989,27.68937
38737,13.18551,35.75418,11.52687,13.49189,25.62154,20.38565,10.6543,30.40135,10.29,220.64991,52.30825,28.35332,71.86684,13.43666,21.75498,13.14724,19.2178,155.44885,23.84692,27.49888
38738,13.18551,35.75418,11.52687,13.49189,25.62154,20.38565,10.6543,30.40135,10.29,220.64991,52.30825,28.35332,71.86684,13.43666,21.75498,13.14724,19.2178,155.44885,23.84692,27.49888
38739,13.18551,35.75418,11.52687,13.49189,25.62154,20.38565,10.6543,30.40135,10.29,220.64991,52.30825,28.35332,71.86684,13.43666,21.75498,13.14724,19.2178,155.44885,23.84692,27.49888
38740,13.23955,35.76778,11.51662,13.52239,25.72676,20.62064,10.78114,30.42646,10.33,218.33089,52.2885,28.35608,72.2733,13.41594,21.78908,13.19375,19.26568,155.85685,24.21286,27.63495
38741,13.3152,35.75418,11.60891,13.56306,25.73992,20.67939,10.8042,30.42958,10.37,219.61923,52.50571,28.35884,72.83218,13.4263,22.07324,13.3617,19.26776,156.75446,24.23726,28.02954
38742,13.29359,35.68618,11.5884,13.54273,25.76622,20.73814,10.83879,30.35406,10.35,223.99959,52.24901,28.33343,72.78138,13.4781,22.10734,13.35906,19.22501,159.12087,24.24946,28.35609
38743,13.38005,35.65898,11.66019,13.6444,25.96351,21.03188,10.96563,30.31,10.43,224.08548,52.60445,28.30803,73.13703,13.5299,22.3233,13.61737,19.18202,160.26328,24.40803,28.64183
38744,13.4557,35.68618,11.70121,13.74607,26.12134,21.11021,11.03481,30.32886,10.54,220.13457,52.94014,28.30803,73.72131,13.62314,22.47106,13.62054,19.18937,160.26328,24.49341,28.96839
38745,13.4557,35.68618,11.70121,13.74607,26.12134,21.11021,11.03481,30.32886,10.54,220.13457,52.94014,28.30803,73.72131,13.62314,22.47106,13.62054,19.18937,160.26328,24.49341,28.96839
38746,13.4557,35.68618,11.70121,13.74607,26.12134,21.11021,11.03481,30.32886,10.54,220.13457,52.94014,28.30803,73.72131,13.62314,22.47106,13.62054,19.18937,160.26328,24.49341,28.96839
38747,13.47732,35.67258,11.6807,13.77658,26.1345,21.05146,11.02328,30.32252,10.56,214.80943,52.72292,28.31076,73.72131,13.60242,22.40286,13.65862,19.19197,160.50808,24.46902,28.90036
38748,13.49894,35.68618,11.67045,13.73591,26.06873,21.14938,11.08094,30.32562,10.57,215.92599,52.82166,28.36086,73.39106,13.57134,22.42559,13.69003,19.1948,160.01847,24.591,29.10446
38749,13.48813,35.65898,11.70121,13.76641,26.06873,21.14938,11.08094,30.29766,10.57,220.39224,52.76242,28.33526,73.54348,13.59206,22.47106,13.68153,19.19964,160.83448,24.5666,29.09085
38750,13.41247,35.67258,11.6807,13.63423,25.83198,20.99272,10.98869,30.28544,10.5,222.3677,52.50571,28.33809,72.83218,13.46774,22.19827,13.57723,19.20214,160.42648,24.43242,28.72347
38751,13.35843,35.68618,11.61917,13.57323,25.70046,20.91438,10.94257,30.32052,10.46,223.99959,52.36749,28.33809,72.29871,13.38486,22.16417,13.53912,19.2101,158.54967,24.37143,28.3697
38752,13.35843,35.68618,11.61917,13.57323,25.70046,20.91438,10.94257,30.32052,10.46,223.99959,52.36749,28.33809,72.29871,13.38486,22.16417,13.53912,19.2101,158.54967,24.37143,28.3697
38753,13.35843,35.68618,11.61917,13.57323,25.70046,20.91438,10.94257,30.32052,10.46,223.99959,52.36749,28.33809,72.29871,13.38486,22.16417,13.53912,19.2101,158.54967,24.37143,28.3697
38754,13.38005,35.68618,11.59866,13.59357,25.80568,20.91438,10.91951,30.33121,10.5,220.56402,52.30825,28.34091,72.60355,13.34342,22.2551,13.57113,19.21283,158.30486,24.35924,28.76429
38755,13.25036,35.67258,11.54738,13.46139,25.55578,20.79689,10.87338,30.33476,10.4,229.23885,51.93307,28.34374,71.99386,13.26054,22.06187,13.36338,19.17002,159.44727,24.23726,28.27446
38756,13.27197,35.64538,11.63968,13.5834,25.6873,20.77731,10.86185,30.32254,10.42,229.32474,52.20952,28.31853,72.2225,13.40558,22.16417,13.43009,19.17244,159.85527,24.29825,28.09757
38757,13.26116,35.67258,11.62943,13.56306,25.661,20.8948,10.90798,30.34189,10.4,233.96277,52.22926,28.32161,72.12088,13.40558,22.09597,13.30357,19.17502,158.95767,24.35924,28.28806
38758,13.26116,35.63178,11.66019,13.5834,25.72676,20.67939,10.86185,30.34545,10.4,234.99344,52.24901,28.29331,72.32411,13.43666,22.10734,13.2858,19.18275,160.26328,24.32264,28.3697
38759,13.26116,35.63178,11.66019,13.5834,25.72676,20.67939,10.86185,30.34545,10.4,234.99344,52.24901,28.29331,72.32411,13.43666,22.10734,13.2858,19.18275,160.26328,24.32264,28.3697
38760,13.26116,35.63178,11.66019,13.5834,25.72676,20.67939,10.86185,30.34545,10.4,234.99344,52.24901,28.29331,72.32411,13.43666,22.10734,13.2858,19.18275,160.26328,24.32264,28.3697
38761,13.18551,35.64538,11.64994,13.53256,25.64785,20.60106,10.8042,30.35614,10.35,236.11,51.99231,28.32467,72.04467,13.40558,21.92548,13.16476,19.1862,160.50808,24.29825,27.9615
38762,13.27197,35.63178,11.773,13.66474,25.89775,20.71856,10.86185,30.34392,10.41,238.34313,52.15028,28.29947,72.9592,13.56098,22.1528,13.30017,19.18873,161.73208,24.24946,28.08396
38763,13.3152,35.63178,11.85504,13.7054,25.95036,20.54231,10.82726,30.33172,10.4,239.45969,52.328,28.30261,73.11162,13.6335,22.26646,13.37538,19.18937,160.99768,24.0055,27.97511
38764,13.39086,35.65898,11.87555,13.81724,26.10819,20.77731,10.90798,30.35106,10.48,234.73577,52.72292,28.30573,73.6451,13.74745,22.35739,13.44413,19.23993,160.99768,24.29825,28.39691
38765,13.39086,35.71338,11.80376,13.79691,26.10819,20.65981,10.87338,30.38617,10.46,233.18976,52.80191,28.33404,73.79752,13.73709,22.31193,13.45488,19.29528,158.95767,24.35924,28.73708
38766,13.39086,35.71338,11.80376,13.79691,26.10819,20.65981,10.87338,30.38617,10.46,233.18976,52.80191,28.33404,73.79752,13.73709,22.31193,13.45488,19.29528,158.95767,24.35924,28.73708
38767,13.39086,35.71338,11.80376,13.79691,26.10819,20.65981,10.87338,30.38617,10.46,233.18976,52.80191,28.33404,73.79752,13.73709,22.31193,13.45488,19.29528,158.95767,24.35924,28.73708
38768,13.39086,35.71338,11.80376,13.79691,26.10819,20.65981,10.87338,30.38617,10.46,233.18976,52.80191,28.33404,73.79752,13.73709,22.31193,13.45488,19.29528,158.95767,24.35924,28.73708
38769,13.38005,35.72698,11.72172,13.75624,26.10819,20.73814,10.90798,30.40039,10.47,229.23885,52.54521,28.33719,73.72131,13.65422,22.1528,13.37539,19.2982,159.61047,24.48122,28.81872
38770,13.4557,35.75418,11.79351,13.85791,26.22657,20.87522,10.97716,30.43551,10.52,232.8462,52.80191,28.34029,74.30559,13.77853,22.2892,13.4702,19.34625,158.06006,24.61539,28.85954
38771,13.46651,35.72698,11.78325,13.80708,26.12134,21.03188,11.01175,30.40751,10.53,233.53332,52.92039,28.31515,73.97535,13.73709,22.13007,13.41616,19.34877,158.87607,24.65199,28.95478
38772,13.50974,35.72698,11.76274,13.82741,26.1345,21.0123,11.04634,30.411,10.56,230.69897,52.94014,28.31515,73.74671,13.73709,22.20963,13.45648,19.35625,159.52887,24.66418,29.07724
38773,13.50974,35.72698,11.76274,13.82741,26.1345,21.0123,11.04634,30.411,10.56,230.69897,52.94014,28.31515,73.74671,13.73709,22.20963,13.45648,19.35625,159.52887,24.66418,29.07724
38774,13.50974,35.72698,11.76274,13.82741,26.1345,21.0123,11.04634,30.411,10.56,230.69897,52.94014,28.31515,73.74671,13.73709,22.20963,13.45648,19.35625,159.52887,24.66418,29.07724
38775,13.55297,35.74058,11.87555,13.86808,26.17396,21.16896,11.09247,30.42145,10.57,234.4781,53.01912,28.31821,73.92454,13.81997,22.34603,13.51166,19.35912,160.10007,24.71298,29.1861
38776,13.4557,35.79498,11.76274,13.72574,25.93721,21.03188,11.01175,30.45664,10.49,236.36767,52.68343,28.38927,73.21324,13.68529,22.16417,13.38306,19.4072,159.03927,24.62759,28.75069
38777,13.55297,35.76778,11.84479,13.86808,26.10819,21.20813,11.08094,30.44397,10.58,232.50265,53.17709,28.39237,73.6451,13.81997,22.35739,13.54561,19.40972,160.58968,24.78616,29.22692
38778,13.54217,35.74058,11.78325,13.84775,26.10819,21.16896,11.0694,30.38381,10.6,229.32474,53.27582,28.36694,73.31485,13.79925,22.30056,13.55399,19.41219,162.54809,24.84715,29.39019
38779,13.50974,35.71338,11.78325,13.81724,26.10819,21.05146,11.02328,30.35531,10.58,229.15296,53.1376,28.36694,73.16243,13.74745,22.221,13.53746,19.37419,163.9353,24.78616,29.11806
38780,13.50974,35.71338,11.78325,13.81724,26.10819,21.05146,11.02328,30.35531,10.58,229.15296,53.1376,28.36694,73.16243,13.74745,22.221,13.53746,19.37419,163.9353,24.78616,29.11806
38781,13.50974,35.71338,11.78325,13.81724,26.10819,21.05146,11.02328,30.35531,10.58,229.15296,53.1376,28.36694,73.16243,13.74745,22.221,13.53746,19.37419,163.9353,24.78616,29.11806
38782,13.43409,35.67258,11.72172,13.7054,25.87144,21.05146,11.00022,30.33314,10.55,236.19589,52.76242,28.34152,72.65436,13.66458,22.00504,13.38972,19.28544,166.22011,24.76177,28.91396
38783,13.32601,35.67258,11.69096,13.65457,25.79253,20.67939,10.87338,30.33631,10.47,239.45969,52.66369,28.34434,72.40032,13.66458,21.74362,13.26924,19.19566,165.81211,24.39583,28.02954
38784,13.3044,35.67258,11.71147,13.68507,25.84514,20.54231,10.86185,30.33948,10.44,239.3738,52.64394,28.37567,72.47653,13.73709,21.75498,13.2553,19.15288,166.13851,24.34704,27.63495
38785,13.29359,35.65898,11.64994,13.6139,25.75307,20.77731,10.91951,30.32682,10.41,241.7787,52.52546,28.37861,72.2479,13.69565,21.76635,13.19304,19.20093,165.89371,24.49341,27.60773
38786,13.34763,35.64538,11.74223,13.71557,25.93721,20.95355,11.01175,30.31416,10.49,240.83392,52.70318,28.35022,72.9592,13.79925,22.01641,13.33693,19.1629,166.95451,24.68858,27.77101
38787,13.34763,35.64538,11.74223,13.71557,25.93721,20.95355,11.01175,30.31416,10.49,240.83392,52.70318,28.35022,72.9592,13.79925,22.01641,13.33693,19.1629,166.95451,24.68858,27.77101
38788,13.34763,35.64538,11.74223,13.71557,25.93721,20.95355,11.01175,30.31416,10.49,240.83392,52.70318,28.35022,72.9592,13.79925,22.01641,13.33693,19.1629,166.95451,24.68858,27.77101
38789,13.40167,35.65898,11.74223,13.75624,26.05558,21.14938,11.13859,30.30784,10.53,236.88301,52.80191,28.35317,73.16243,13.80961,21.99367,13.33618,19.16709,167.44411,24.98133,28.12478
38790,13.53136,35.74058,11.85504,13.89858,26.33179,21.34521,11.24236,30.3585,10.6,232.41676,53.1376,28.38451,74.02615,13.91321,22.16417,13.48426,19.26063,165.5673,25.26188,28.30167
38791,13.59621,35.72698,11.89606,13.97992,26.47647,21.34521,11.28849,30.33001,10.66,231.55786,53.31532,28.38753,74.40721,13.97537,22.34603,13.58989,19.26304,167.11771,25.40826,28.58741
38792,13.63944,35.80858,11.92683,14.01042,26.56854,21.44312,11.32308,30.3965,10.68,228.12229,53.37456,28.41892,74.78826,14.01681,22.43696,13.61245,19.35763,165.0777,25.56683,28.69626
38793,13.67186,35.78138,11.96785,14.02059,26.52908,21.5802,11.3692,30.39967,10.7,230.35541,53.45354,28.41892,74.94068,14.02717,22.47106,13.62243,19.36533,165.89371,25.65222,28.90036
38794,13.67186,35.78138,11.96785,14.02059,26.52908,21.5802,11.3692,30.39967,10.7,230.35541,53.45354,28.41892,74.94068,14.02717,22.47106,13.62243,19.36533,165.89371,25.65222,28.90036
38795,13.67186,35.78138,11.96785,14.02059,26.52908,21.5802,11.3692,30.39967,10.7,230.35541,53.45354,28.41892,74.94068,14.02717,22.47106,13.62243,19.36533,165.89371,25.65222,28.90036
38796,13.66105,35.79498,11.9781,13.99009,26.47647,21.63895,11.40379,30.425,10.69,234.64988,53.45354,28.42184,74.63584,13.99609,22.47106,13.64998,19.32228,165.2409,25.64002,28.94118
38797,13.56378,35.72698,11.92683,13.90875,26.30548,21.48228,11.30002,30.38068,10.64,235.25111,53.11785,28.39638,74.22938,13.90285,22.19827,13.53307,19.23367,166.79131,25.46925,28.64183
38798,13.62863,35.74058,11.95759,13.97992,26.47647,21.54103,11.39226,30.36804,10.68,233.79099,53.31532,28.3993,74.68665,14.02717,22.40286,13.67168,19.28227,166.22011,25.61562,28.47855
38799,13.60701,35.71338,11.94734,13.93925,26.42386,21.26687,11.26543,30.35537,10.66,230.87075,53.3943,28.40223,74.58503,13.98573,22.47106,13.70247,19.23886,167.03611,25.46925,28.53298
38800,13.65024,35.78138,11.92683,13.95959,26.51593,21.4627,11.35104,30.39019,10.7,229.32474,53.3943,28.43062,74.68665,14.01681,22.61882,13.74161,19.29185,165.1593,25.67661,28.64183
38801,13.65024,35.78138,11.92683,13.95959,26.51593,21.4627,11.35104,30.39019,10.7,229.32474,53.3943,28.43062,74.68665,14.01681,22.61882,13.74161,19.29185,165.1593,25.67661,28.64183
38802,13.65024,35.78138,11.92683,13.95959,26.51593,21.4627,11.35104,30.39019,10.7,229.32474,53.3943,28.43062,74.68665,14.01681,22.61882,13.74161,19.29185,165.1593,25.67661,28.64183
38803,13.63944,35.76778,11.91657,13.95959,26.48962,21.40395,11.31629,30.38386,10.71,228.37995,53.29557,28.40517,74.71205,13.96501,22.73248,13.7207,19.24866,166.38331,25.54243,28.73708
38804,13.60701,35.70632,11.87555,13.86808,26.2897,21.32562,11.23521,30.3237,10.65,227.09161,53.03887,28.37973,74.25479,13.84069,22.68702,13.74009,19.20577,168.66812,25.44485,28.43773
38805,13.68267,35.70632,11.96785,14.00025,26.50107,21.54103,11.35104,30.27937,10.75,224.60082,53.37456,28.38264,74.81366,13.98573,23.05074,13.93102,19.20848,170.05533,25.65222,28.66905
38806,13.71509,35.66511,11.94734,13.97992,26.47465,21.81519,11.49003,30.23505,10.78,224.51493,53.41405,28.38558,74.28019,13.96501,23.01664,13.93827,19.21039,171.85054,25.83518,28.982
38807,13.69348,35.67885,11.92683,13.92908,26.35575,21.75644,11.42054,30.23819,10.76,227.00572,53.37456,28.42381,73.97535,13.8869,23.1644,13.97217,19.21798,172.01374,25.70101,29.21331
38808,13.69348,35.67885,11.92683,13.92908,26.35575,21.75644,11.42054,30.23819,10.76,227.00572,53.37456,28.42381,73.97535,13.8869,23.1644,13.97217,19.21798,172.01374,25.70101,29.21331
38809,13.69348,35.67885,11.92683,13.92908,26.35575,21.75644,11.42054,30.23819,10.76,227.00572,53.37456,28.42381,73.97535,13.8869,23.1644,13.97217,19.21798,172.01374,25.70101,29.21331
38810,13.7259,35.67885,11.89606,13.96975,26.48786,21.97185,11.52478,30.23224,10.82,226.06094,53.4338,28.39832,74.22938,13.91801,23.0962,13.86928,19.22054,172.09534,25.87178,29.74396
38811,13.79075,35.67885,11.94734,14.05109,26.65961,22.05018,11.62902,30.23555,10.86,223.1407,53.59177,28.4013,74.76286,13.98024,23.0621,13.94954,19.26878,172.66654,26.01815,30.00249
38812,13.85559,35.72006,11.98836,14.14259,26.75208,22.16768,11.69852,30.27062,10.91,220.04868,53.72999,28.43275,75.19472,14.02172,23.0621,14.00697,19.27124,172.09534,26.20112,30.20659
38813,13.8664,35.69259,12.02938,14.10193,26.67282,22.24601,11.69852,30.24217,10.91,219.70512,53.53253,28.40726,74.94068,13.99061,23.028,14.0124,19.22793,174.46175,26.24991,30.35626
38814,13.73671,35.62389,11.94734,13.93925,26.43502,21.97185,11.55953,30.21372,10.8,223.31248,52.94014,28.37878,74.12777,13.82467,22.89161,13.8653,19.1435,176.90977,25.96936,30.17938
38815,13.73671,35.62389,11.94734,13.93925,26.43502,21.97185,11.55953,30.21372,10.8,223.31248,52.94014,28.37878,74.12777,13.82467,22.89161,13.8653,19.1435,176.90977,25.96936,30.17938
38816,13.73671,35.62389,11.94734,13.93925,26.43502,21.97185,11.55953,30.21372,10.8,223.31248,52.94014,28.37878,74.12777,13.82467,22.89161,13.8653,19.1435,176.90977,25.96936,30.17938
38817,13.73671,35.63763,11.91657,13.94942,26.48786,21.99144,11.59428,30.22365,10.81,220.04868,52.80191,28.38181,74.02615,13.80393,22.86888,13.88184,19.14597,176.66496,26.03035,30.15216
38818,13.66105,35.66511,11.82427,13.82741,26.36897,21.85436,11.5132,30.24284,10.73,221.5088,52.26876,28.41343,73.41647,13.72096,22.64155,13.73814,19.19418,175.60416,25.7376,29.92085
38819,13.66105,35.62389,11.83453,13.85791,26.39539,21.65853,11.45528,30.21438,10.72,223.05481,52.24901,28.38814,73.72131,13.7417,22.77795,13.78563,19.15107,177.39937,25.64002,29.90724
38820,13.67186,35.58268,11.87555,13.86808,26.4086,21.73686,11.47845,30.17005,10.72,222.19592,52.46622,28.35966,73.72131,13.7417,22.77795,13.80784,19.11652,179.35778,25.77419,29.97528
38821,13.67186,35.58268,11.87555,13.86808,26.4086,21.73686,11.47845,30.17005,10.72,222.19592,52.46622,28.35966,73.72131,13.7417,22.77795,13.80784,19.11652,179.35778,25.77419,29.97528
38822,13.67186,35.58268,11.87555,13.86808,26.4086,21.73686,11.47845,30.17005,10.72,222.19592,52.46622,28.35966,73.72131,13.7417,22.77795,13.80784,19.11652,179.35778,25.77419,29.97528
38823,13.67186,35.58268,11.87555,13.86808,26.4086,21.73686,11.47845,30.17005,10.72,222.19592,52.46622,28.35966,73.72131,13.7417,22.77795,13.80784,19.11652,179.35778,25.77419,29.97528
38824,13.70428,35.65137,11.79351,13.83758,26.42181,21.87394,11.5132,30.18331,10.73,218.93212,52.2885,28.39139,73.6451,13.65873,22.70975,13.83352,19.1647,178.54177,25.95716,30.31544
38825,13.88802,35.72006,11.93708,14.09176,26.93703,22.16768,11.72169,30.21838,10.87,213.4352,52.52546,28.42309,75.11851,13.87653,23.1303,14.15339,19.25873,178.21537,26.16453,31.09102
38826,13.95286,35.69259,11.91657,14.11209,26.98988,22.32434,11.83751,30.17405,10.94,210.08551,52.8809,28.39797,75.34714,13.80393,23.39172,14.33828,19.26153,180.25538,26.48167,31.30872
38827,13.95286,35.69259,11.90632,14.13243,26.96346,22.30476,11.79118,30.17736,10.97,212.14685,52.97963,28.40139,75.57577,13.89727,23.39172,14.28657,19.26405,180.41859,26.50607,31.33593
38828,13.96367,35.70632,11.80376,14.13243,27.08235,22.46142,11.88384,30.19655,10.99,207.93827,52.86115,28.40139,75.57577,13.90764,23.41445,14.21824,19.27175,178.94978,26.70124,31.54003
38829,13.96367,35.70632,11.80376,14.13243,27.08235,22.46142,11.88384,30.19655,10.99,207.93827,52.86115,28.40139,75.57577,13.90764,23.41445,14.21824,19.27175,178.94978,26.70124,31.54003
38830,13.96367,35.70632,11.80376,14.13243,27.08235,22.46142,11.88384,30.19655,10.99,207.93827,52.86115,28.40139,75.57577,13.90764,23.41445,14.21824,19.27175,178.94978,26.70124,31.54003
38831,13.93125,35.7338,11.79351,14.09176,27.02951,22.46142,11.87226,30.23824,10.97,210.9444,52.78216,28.40485,75.42335,13.87653,23.40309,14.10825,19.31986,177.97057,26.70124,31.41757
38832,13.85559,35.66511,11.78325,14.01042,26.91061,22.44184,11.88384,30.19391,10.9,213.34931,52.66369,28.37981,74.96609,13.82467,23.48265,14.09597,19.27619,181.31619,26.61585,31.17265
38833,13.8664,35.63763,11.82427,14.03076,26.96346,22.55934,11.94176,30.16546,10.91,216.35544,52.70318,28.38324,75.55037,13.86615,23.51675,14.10144,19.27763,181.88739,26.81102,31.54003
38834,13.8664,35.69259,11.90632,14.05109,27.0163,22.63767,11.98809,30.20054,10.94,218.84623,52.74267,28.41518,75.80441,13.89727,23.33489,13.94549,19.32597,181.64259,26.82322,31.30872
38835,13.89882,35.74754,11.89606,14.04092,27.05593,22.61808,11.98809,30.22639,10.93,216.35544,52.82166,28.49243,76.05844,13.89727,23.38036,14.04564,19.37894,181.56099,26.8964,31.39036
38836,13.89882,35.74754,11.89606,14.04092,27.05593,22.61808,11.98809,30.22639,10.93,216.35544,52.82166,28.49243,76.05844,13.89727,23.38036,14.04564,19.37894,181.56099,26.8964,31.39036
38837,13.89882,35.74754,11.89606,14.04092,27.05593,22.61808,11.98809,30.22639,10.93,216.35544,52.82166,28.49243,76.05844,13.89727,23.38036,14.04564,19.37894,181.56099,26.8964,31.39036
38838,13.88802,35.69259,11.87555,14.01042,27.0163,22.63767,11.99967,30.18174,10.92,213.60697,52.74267,28.46731,75.82981,13.80393,23.31216,13.87579,19.3837,183.7642,26.95739,31.45839
38839,13.97448,35.70632,11.88581,14.12226,27.2541,22.93141,12.17341,30.18493,11.01,208.62539,52.92039,28.47063,76.4649,13.84541,23.38036,13.97134,19.38638,182.8666,27.25014,32.00266
38840,13.92044,35.66511,11.89606,14.07142,27.14841,22.8335,12.10392,30.15623,10.97,211.8033,52.82166,28.44542,76.16006,13.7417,23.40309,14.02868,19.38937,183.7642,27.01838,32.07069
38841,14.0069,35.66511,11.94734,14.10193,27.24088,23.08807,12.18499,30.15941,11,212.83397,52.94014,28.4488,76.38869,13.80393,23.43719,14.10961,19.39329,184.09061,27.23794,32.24757
38842,14.1366,35.70632,12.09091,14.25443,27.53152,23.34265,12.35873,30.21039,11.13,210.68673,53.4338,28.4488,77.20161,13.94912,23.75544,14.18306,19.44581,182.5402,27.57949,32.58774
38843,14.1366,35.70632,12.09091,14.25443,27.53152,23.34265,12.35873,30.21039,11.13,210.68673,53.4338,28.4488,77.20161,13.94912,23.75544,14.18306,19.44581,182.5402,27.57949,32.58774
38844,14.1366,35.70632,12.09091,14.25443,27.53152,23.34265,12.35873,30.21039,11.13,210.68673,53.4338,28.4488,77.20161,13.94912,23.75544,14.18306,19.44581,182.5402,27.57949,32.58774
38845,14.1474,35.69259,12.12168,14.25443,27.51831,23.42098,12.37032,30.21988,11.15,211.45974,53.55227,28.45218,77.37943,13.92838,23.80091,14.21704,19.44834,182.2954,27.56729,32.79184
38846,14.16902,35.69259,12.14219,14.24427,27.59758,23.55806,12.43981,30.22306,11.16,210.08551,53.55227,28.45566,77.37943,13.87653,23.83501,14.26761,19.45119,182.8666,27.67707,32.87348
38847,14.15821,35.67885,12.14219,14.2341,27.58437,23.51889,12.41665,30.22624,11.16,208.62539,53.33506,28.45906,77.63347,13.85578,23.75544,14.21645,19.49948,182.5402,27.60388,32.76462
38848,14.01771,35.67885,12.01912,14.05109,27.28052,23.30348,12.30082,30.21348,11.03,211.11618,52.90064,28.46246,76.59192,13.70022,23.30079,13.99198,19.45627,183.9274,27.4819,32.31561
38849,13.84479,35.63763,11.87555,13.87825,26.93703,22.97057,12.15025,30.1848,10.89,217.472,52.48597,28.46246,75.55037,13.59651,22.92571,13.75184,19.37204,186.29382,27.14036,31.58085
38850,13.84479,35.63763,11.87555,13.87825,26.93703,22.97057,12.15025,30.1848,10.89,217.472,52.48597,28.46246,75.55037,13.59651,22.92571,13.75184,19.37204,186.29382,27.14036,31.58085
38851,13.84479,35.63763,11.87555,13.87825,26.93703,22.97057,12.15025,30.1848,10.89,217.472,52.48597,28.46246,75.55037,13.59651,22.92571,13.75184,19.37204,186.29382,27.14036,31.58085
38852,13.75832,35.66511,11.92683,13.89858,26.95025,22.52017,11.98809,30.21027,10.78,221.85236,52.42673,28.4659,75.55037,13.64836,22.85751,13.63736,19.23738,185.06981,26.71343,30.39708
